what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1352426878585
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1352426878585
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1352426878586
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1352426878586
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1352426878593
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1352426878593
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1352426878595
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1352426878595
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1352426878595
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1352426878595
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1352426878595
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1352426878610
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1352426878610
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1352426878610
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1352426878610
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1352426878610
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1352426878610
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1352426878610
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1352426878610
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1352426878610
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1352426878610
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1352426878624
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1352426878624
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1352426878624
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1352426878624
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1352426878624
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1352426878624
os,sysinfo,,,"macosx",1352426878628
arch,sysinfo,,,"x86_64",1352426878628
ws,sysinfo,,,"cocoa",1352426878628
locale,sysinfo,,,"en_US",1352426878628
processors,sysinfo,,,"2",1352426878628
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1352426878628
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11M3527",1352426878628
java.specification.name,sysinfo,,,"Java Platform API Specification",1352426878628
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352426878628
java.specification.version,sysinfo,,,"1.6",1352426878628
java.vendor,sysinfo,,,"Apple Inc.",1352426878628
java.version,sysinfo,,,"1.6.0_29",1352426878628
java.vm.info,sysinfo,,,"mixed mode",1352426878628
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1352426878628
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352426878628
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352426878628
java.vm.specification.version,sysinfo,,,"1.0",1352426878628
java.vm.vendor,sysinfo,,,"Apple Inc.",1352426878628
java.vm.version,sysinfo,,,"20.4-b02-402",1352426878628
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1352426878764
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1352426878806
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1352426879248
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1352426879250
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1352426879426
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1352426879479
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1352426879561
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1352426879651
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1352426879703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352426880039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352426933279
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352426935380
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352426935388
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1352426935406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352426940545
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1352426958563
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1352426958583
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1352426958606
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1352427006539
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1352427006553
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1352427007427
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1352427007778
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1352427008025
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1352427008026
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1352427008294
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1352427008298
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1352427008358
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1352427008438
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1352427008544
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1352427008610
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1352427008693
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1352427008829
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1352427008844
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1352427009123
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1352427043665
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1352427043668
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1352427053017
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1352427053049
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1352427059506
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1352427059520
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1352427059535
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352427059737
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1352427059798
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1352427060078
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1352427060392
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1352427060429
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1352427060469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427060547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1352427060626
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352427066992
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1352427091565
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1352427091575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427108633
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427164817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427169359
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1352427193944
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427196860
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352427199042
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352427199349
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1352427199644
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352427199741
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352427200151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427221745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427304816
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352427306692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427310607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427322533
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352427322795
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352427323223
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1352427331450
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findIncremental",1352427360089
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.findIncrementalReverse",1352427363741
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427383504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427409326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427414448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427438303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427484107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427484229
error,log,,,"Unhandled event loop exception",1352427484389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352427487048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352427493383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352427547930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427553418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352427986295
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1352427995474
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1352427995525
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1352427995607
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1352427995609
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1352428033009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428038612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428089686
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352428091983
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1352428093233
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1352428093450
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1352428094040
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1352428094041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428101524
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428123992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428124482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428127599
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352428128866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428141528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428189196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428190470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428270296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428279665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428285107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428301531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428350029
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352428350671
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352428356339
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352428370171
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352428389213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428414718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428414850
error,log,,,"Unhandled event loop exception",1352428414968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428452666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428460529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428472478
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428472666
error,log,,,"Unhandled event loop exception",1352428472749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428478756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428525492
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428562330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428562476
error,log,,,"Unhandled event loop exception",1352428562586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428629514
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428641404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428642771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428643982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428697195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428699404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428701120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428739326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428816706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428817270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428847180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428847537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428870173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352428899590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1352428916645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352428938618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352428938985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429093164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429114355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429184510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429200103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352429211809
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352429222644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352429223711
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1352429224148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429290150
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429298029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352429400244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429409085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429425302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429437784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429466461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429505231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429506659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429518859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429519114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429525575
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429534576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429555143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429555389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352429583493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1352429589131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429593706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1352429604118
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352429607482
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1352429607842
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1352429612054
